combined_rank,base_analysis_rank,base_rank,daily_param_id,source_symbol,side,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,confirm_enabled,confirm_ema_period,confirm_min_distance,confirm_mode,assets_with_real_4h,assets_with_daily_fallback,total_trades,win_rate,expectancy,total_profit,total_return,param_id
100,6,82,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,15,0.004,close_below_ema,4,6,76,0.2894736842105263,103.76919427941182,7886.458765235298,0.7886458765235298,short_cand_082_ETH_USDT__4h_ema15_dist0.004
101,1,61,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,25,0.008,close_below_ema,4,6,66,0.2878787878787879,102.18225781171677,6744.029015573306,0.6744029015573306,short_cand_061_DOGE_USDT__4h_ema25_dist0.008
102,9,67,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,25,0.008,close_below_ema,4,6,68,0.29411764705882354,101.85458669260147,6926.1118950969,0.69261118950969,short_cand_067_DOGE_USDT__4h_ema25_dist0.008
103,1,61,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,30,0.008,close_below_ema,4,6,68,0.29411764705882354,101.09119593144554,6874.201323338297,0.6874201323338297,short_cand_061_DOGE_USDT__4h_ema30_dist0.008
104,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,20,0.0,close_below_ema,4,6,124,0.33064516129032256,100.55668566331097,12469.029022250561,1.2469029022250562,short_cand_063_DOGE_USDT__4h_ema20_dist0.000
105,18,97,short_cand_097_LINK_USDT,LINK/USDT,short,90,20,0.236,0.636,0.041,0.038,8,True,15,0.008,close_below_ema,4,6,88,0.3181818181818182,100.46039707659806,8840.514942740629,0.8840514942740628,short_cand_097_LINK_USDT__4h_ema15_dist0.008
106,2,62,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,15,0.008,close_below_ema,4,6,57,0.2982456140350877,99.2802028632999,5658.971563208094,0.5658971563208094,short_cand_062_DOGE_USDT__4h_ema15_dist0.008
107,6,82,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,25,0.008,close_below_ema,4,6,90,0.2777777777777778,97.77880719402563,8800.092647462307,0.8800092647462306,short_cand_082_ETH_USDT__4h_ema25_dist0.008
108,6,82,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,30,0.008,close_below_ema,4,6,93,0.26881720430107525,90.46587553320448,8413.326424588016,0.8413326424588017,short_cand_082_ETH_USDT__4h_ema30_dist0.008
109,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,15,0.0,close_below_ema,4,6,114,0.30701754385964913,88.70760290463163,10112.666731128005,1.0112666731128006,short_cand_088_ETH_USDT__4h_ema15_dist0.000
110,5,75,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,30,0.0,close_below_ema,4,6,90,0.28888888888888886,88.69099415619223,7982.189474057301,0.7982189474057301,short_cand_075_DOGE_USDT__4h_ema30_dist0.000
111,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,15,0.0,close_below_ema,4,6,125,0.328,88.63999578601253,11079.999473251566,1.1079999473251565,short_cand_063_DOGE_USDT__4h_ema15_dist0.000
112,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,15,0.0,close_below_ema,4,6,100,0.29,88.36196977585078,8836.196977585078,0.8836196977585078,short_cand_076_ETH_USDT__4h_ema15_dist0.000
113,5,75,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,15,0.004,close_below_ema,4,6,74,0.2702702702702703,85.2054322821475,6305.201988878915,0.6305201988878915,short_cand_075_DOGE_USDT__4h_ema15_dist0.004
114,6,82,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,20,0.008,close_below_ema,4,6,77,0.2857142857142857,83.74550271924787,6448.403709382086,0.6448403709382086,short_cand_082_ETH_USDT__4h_ema20_dist0.008
115,5,75,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,25,0.008,close_below_ema,4,6,76,0.27631578947368424,83.11594389108622,6316.811735722553,0.6316811735722553,short_cand_075_DOGE_USDT__4h_ema25_dist0.008
116,1,61,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,15,0.008,close_below_ema,4,6,59,0.288135593220339,82.94845102069553,4893.958610221036,0.4893958610221036,short_cand_061_DOGE_USDT__4h_ema15_dist0.008
117,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,20,0.004,close_below_ema,4,6,102,0.29411764705882354,82.06082705773012,8370.204359888472,0.8370204359888472,short_cand_076_ETH_USDT__4h_ema20_dist0.004
118,5,75,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,30,0.008,close_below_ema,4,6,80,0.2875,80.77158656606495,6461.726925285197,0.6461726925285196,short_cand_075_DOGE_USDT__4h_ema30_dist0.008
119,5,75,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,30,0.004,close_below_ema,4,6,85,0.2823529411764706,80.1493454499734,6812.694363247739,0.6812694363247739,short_cand_075_DOGE_USDT__4h_ema30_dist0.004
120,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,30,0.0,close_below_ema,4,6,92,0.29347826086956524,77.88629245928605,7165.538906254316,0.7165538906254316,short_cand_070_DOGE_USDT__4h_ema30_dist0.000
121,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,25,0.0,close_below_ema,4,6,115,0.2956521739130435,77.88555616331662,8956.83895878141,0.8956838958781411,short_cand_076_ETH_USDT__4h_ema25_dist0.000
122,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,20,0.004,close_below_ema,4,6,115,0.30434782608695654,77.15514409978626,8872.84157147542,0.8872841571475419,short_cand_088_ETH_USDT__4h_ema20_dist0.004
123,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,30,0.004,close_below_ema,4,6,111,0.2882882882882883,76.96852717260066,8543.506516158674,0.8543506516158673,short_cand_076_ETH_USDT__4h_ema30_dist0.004
124,5,75,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,20,0.004,close_below_ema,4,6,81,0.2839506172839506,76.64719385178323,6208.422701994442,0.6208422701994442,short_cand_075_DOGE_USDT__4h_ema20_dist0.004
125,5,75,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,25,0.004,close_below_ema,4,6,84,0.2857142857142857,76.03894041987166,6387.270995269219,0.638727099526922,short_cand_075_DOGE_USDT__4h_ema25_dist0.004
126,6,82,short_cand_082_ETH_USDT,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,15,0.008,close_below_ema,4,6,57,0.2982456140350877,75.93850521817448,4328.494797435946,0.43284947974359456,short_cand_082_ETH_USDT__4h_ema15_dist0.008
127,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,25,0.008,close_below_ema,4,6,109,0.30275229357798167,75.725035597336,8254.028880109625,0.8254028880109625,short_cand_088_ETH_USDT__4h_ema25_dist0.008
128,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,15,0.004,close_below_ema,4,6,96,0.3125,75.69972221459446,7267.173332601068,0.7267173332601068,short_cand_088_ETH_USDT__4h_ema15_dist0.004
129,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,30,0.0,close_below_ema,4,6,115,0.28695652173913044,74.89528925753729,8612.958264616787,0.8612958264616787,short_cand_076_ETH_USDT__4h_ema30_dist0.000
130,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,25,0.004,close_below_ema,4,6,111,0.2882882882882883,73.9718960913056,8210.88046613492,0.821088046613492,short_cand_076_ETH_USDT__4h_ema25_dist0.004
131,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,25,0.008,close_below_ema,4,6,99,0.29292929292929293,73.81334963338293,7307.521613704909,0.7307521613704909,short_cand_076_ETH_USDT__4h_ema25_dist0.008
132,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,25,0.0,close_below_ema,4,6,132,0.30303030303030304,71.34127447141378,9417.04823022662,0.9417048230226619,short_cand_088_ETH_USDT__4h_ema25_dist0.000
133,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,30,0.004,close_below_ema,4,6,127,0.2992125984251969,70.84539355458092,8997.364981431778,0.8997364981431778,short_cand_088_ETH_USDT__4h_ema30_dist0.004
134,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,25,0.008,close_below_ema,4,6,77,0.2727272727272727,70.77171354655897,5449.421943085041,0.5449421943085041,short_cand_070_DOGE_USDT__4h_ema25_dist0.008
135,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,30,0.008,close_below_ema,4,6,80,0.2875,70.05421415809607,5604.337132647685,0.5604337132647685,short_cand_070_DOGE_USDT__4h_ema30_dist0.008
136,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,30,0.0,close_below_ema,4,6,132,0.29545454545454547,69.56424787242425,9182.480719160001,0.9182480719160001,short_cand_088_ETH_USDT__4h_ema30_dist0.000
137,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,30,0.004,close_below_ema,4,6,87,0.28735632183908044,68.92004362580177,5996.043795444754,0.5996043795444754,short_cand_070_DOGE_USDT__4h_ema30_dist0.004
138,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,30,0.004,close_below_ema,4,6,126,0.31746031746031744,68.47734466357251,8628.145427610136,0.8628145427610135,short_cand_063_DOGE_USDT__4h_ema30_dist0.004
139,5,75,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,25,0.0,close_below_ema,4,6,86,0.27906976744186046,67.95195957689482,5843.868523612955,0.5843868523612955,short_cand_075_DOGE_USDT__4h_ema25_dist0.000
140,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,25,0.004,close_below_ema,4,6,125,0.296,67.81859101686013,8477.323877107516,0.8477323877107515,short_cand_088_ETH_USDT__4h_ema25_dist0.004
141,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,15,0.004,close_below_ema,4,6,84,0.2857142857142857,67.69723601558483,5686.567825309126,0.5686567825309127,short_cand_076_ETH_USDT__4h_ema15_dist0.004
142,13,68,short_cand_068_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.038,0.018,10,True,20,0.008,close_below_ema,4,6,32,0.3125,66.78077498199609,2136.984799423875,0.2136984799423875,short_cand_068_DOGE_USDT__4h_ema20_dist0.008
143,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,25,0.0,close_below_ema,4,6,126,0.31746031746031744,65.39673410327318,8239.98849701242,0.823998849701242,short_cand_063_DOGE_USDT__4h_ema25_dist0.000
144,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,25,0.004,close_below_ema,4,6,87,0.28735632183908044,63.915177327198116,5560.620427466236,0.5560620427466236,short_cand_070_DOGE_USDT__4h_ema25_dist0.004
145,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,30,0.0,close_below_ema,4,6,129,0.3178294573643411,63.50752934204856,8192.471285124264,0.8192471285124264,short_cand_063_DOGE_USDT__4h_ema30_dist0.000
146,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,20,0.008,close_below_ema,4,6,97,0.29896907216494845,63.174284110467724,6127.905558715369,0.6127905558715369,short_cand_088_ETH_USDT__4h_ema20_dist0.008
147,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,20,0.004,close_below_ema,4,6,86,0.27906976744186046,61.37341642313924,5278.113812389975,0.5278113812389974,short_cand_070_DOGE_USDT__4h_ema20_dist0.004
148,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,20,0.0,close_below_ema,4,6,118,0.3220338983050847,58.547666717647516,6908.6246726824065,0.6908624672682406,short_cand_086_ETH_USDT__4h_ema20_dist0.000
149,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,15,0.004,close_below_ema,4,6,80,0.275,58.43821339979111,4675.057071983289,0.46750570719832885,short_cand_070_DOGE_USDT__4h_ema15_dist0.004
150,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,20,0.0,close_below_ema,4,6,99,0.29292929292929293,58.387631207415666,5780.375489534151,0.5780375489534151,short_cand_084_ETH_USDT__4h_ema20_dist0.000
151,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,30,0.008,close_below_ema,4,6,106,0.2830188679245283,56.544302807447465,5993.696097589432,0.5993696097589432,short_cand_076_ETH_USDT__4h_ema30_dist0.008
152,5,75,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,15,0.008,close_below_ema,4,6,63,0.25396825396825395,55.10367591511517,3471.5315826522556,0.3471531582652256,short_cand_075_DOGE_USDT__4h_ema15_dist0.008
153,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,25,0.0,close_below_ema,4,6,90,0.2777777777777778,54.70621815564985,4923.559634008487,0.4923559634008487,short_cand_070_DOGE_USDT__4h_ema25_dist0.000
154,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,20,0.008,close_below_ema,4,6,87,0.28735632183908044,54.20769044380763,4716.069068611264,0.4716069068611264,short_cand_076_ETH_USDT__4h_ema20_dist0.008
155,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,25,0.0,close_below_ema,4,6,124,0.3064516129032258,53.745051494130635,6664.386385272199,0.6664386385272199,short_cand_086_ETH_USDT__4h_ema25_dist0.000
156,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,20,0.008,close_below_ema,4,6,79,0.3037974683544304,52.613798858434876,4156.4901098163555,0.41564901098163554,short_cand_081_ETH_USDT__4h_ema20_dist0.008
157,10,88,short_cand_088_ETH_USDT,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,30,0.008,close_below_ema,4,6,120,0.2833333333333333,52.33777548340247,6280.533058008296,0.6280533058008296,short_cand_088_ETH_USDT__4h_ema30_dist0.008
158,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,20,0.004,close_below_ema,4,6,85,0.3058823529411765,49.70434087855604,4224.868974677263,0.42248689746772633,short_cand_081_ETH_USDT__4h_ema20_dist0.004
159,2,62,short_cand_062_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.028,10,True,20,0.008,close_below_ema,4,6,61,0.2786885245901639,49.192982800360475,3000.771950821989,0.3000771950821989,short_cand_062_DOGE_USDT__4h_ema20_dist0.008
160,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,20,0.004,close_below_ema,4,6,122,0.319672131147541,49.07871233685633,5987.602905096472,0.5987602905096472,short_cand_063_DOGE_USDT__4h_ema20_dist0.004
161,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,25,0.008,close_below_ema,4,6,86,0.29069767441860467,47.57302957396556,4091.2805433610383,0.40912805433610383,short_cand_081_ETH_USDT__4h_ema25_dist0.008
162,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,30,0.004,close_below_ema,4,6,121,0.2975206611570248,47.31449259931597,5725.053604517232,0.5725053604517232,short_cand_086_ETH_USDT__4h_ema30_dist0.004
163,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,25,0.004,close_below_ema,4,6,124,0.31451612903225806,47.26610854977765,5860.997460172428,0.5860997460172428,short_cand_063_DOGE_USDT__4h_ema25_dist0.004
164,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,15,0.004,close_below_ema,4,6,85,0.3176470588235294,46.87693848433863,3984.539771168784,0.39845397711687836,short_cand_081_ETH_USDT__4h_ema15_dist0.004
165,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,30,0.004,close_below_ema,4,6,91,0.31868131868131866,46.83694559117594,4262.16204879701,0.426216204879701,short_cand_081_ETH_USDT__4h_ema30_dist0.004
166,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,25,0.0,close_below_ema,4,6,92,0.31521739130434784,46.79475040772544,4305.11703751074,0.43051170375107406,short_cand_081_ETH_USDT__4h_ema25_dist0.000
167,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,30,0.0,close_below_ema,4,6,125,0.296,46.575876815566424,5821.984601945803,0.5821984601945803,short_cand_086_ETH_USDT__4h_ema30_dist0.000
168,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,25,0.008,close_below_ema,4,6,120,0.30833333333333335,46.377664197617875,5565.319703714145,0.5565319703714146,short_cand_063_DOGE_USDT__4h_ema25_dist0.008
169,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,20,0.0,close_below_ema,4,6,100,0.3,46.352815743657175,4635.2815743657175,0.4635281574365717,short_cand_087_ETH_USDT__4h_ema20_dist0.000
170,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,30,0.0,close_below_ema,4,6,93,0.3118279569892473,46.184054166782154,4295.11703751074,0.42951170375107406,short_cand_081_ETH_USDT__4h_ema30_dist0.000
171,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,25,0.004,close_below_ema,4,6,89,0.30337078651685395,46.15560933180104,4107.8492305302925,0.41078492305302927,short_cand_081_ETH_USDT__4h_ema25_dist0.004
172,9,67,short_cand_067_DOGE_USDT,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,20,0.008,close_below_ema,4,6,64,0.28125,45.568171351879634,2916.3629665202966,0.29163629665202967,short_cand_067_DOGE_USDT__4h_ema20_dist0.008
173,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,15,0.0,close_below_ema,4,6,86,0.313953488372093,44.6402764392508,3839.0637737755687,0.3839063773775569,short_cand_081_ETH_USDT__4h_ema15_dist0.000
174,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,30,0.008,close_below_ema,4,6,90,0.3,42.77474739126629,3849.727265213966,0.3849727265213966,short_cand_081_ETH_USDT__4h_ema30_dist0.008
175,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,30,0.008,close_below_ema,4,6,123,0.3089430894308943,42.4343999625744,5219.431195396652,0.5219431195396652,short_cand_063_DOGE_USDT__4h_ema30_dist0.008
176,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,25,0.0,close_below_ema,4,6,104,0.28846153846153844,42.413877759187585,4411.043286955509,0.4411043286955509,short_cand_087_ETH_USDT__4h_ema25_dist0.000
177,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,25,0.008,close_below_ema,4,6,90,0.28888888888888886,42.38243870216068,3814.419483194461,0.3814419483194461,short_cand_084_ETH_USDT__4h_ema25_dist0.008
178,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,20,0.004,close_below_ema,4,6,108,0.3055555555555556,40.946657837083954,4422.239046405067,0.4422239046405067,short_cand_086_ETH_USDT__4h_ema20_dist0.004
179,12,81,short_cand_081_ETH_USDT,ETH/USDT,short,80,20,0.236,0.586,0.047,0.038,8,True,20,0.0,close_below_ema,4,6,90,0.3111111111111111,40.05931123719861,3605.3380113478747,0.36053380113478745,short_cand_081_ETH_USDT__4h_ema20_dist0.000
180,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,30,0.008,close_below_ema,4,6,92,0.2826086956521739,38.06433642934268,3501.9189514995264,0.35019189514995264,short_cand_084_ETH_USDT__4h_ema30_dist0.008
181,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,20,0.004,close_below_ema,4,6,92,0.2826086956521739,37.964190571370885,3492.7055325661213,0.3492705532566121,short_cand_087_ETH_USDT__4h_ema20_dist0.004
182,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,25,0.004,close_below_ema,4,6,100,0.28,35.645291505120944,3564.5291505120945,0.35645291505120946,short_cand_087_ETH_USDT__4h_ema25_dist0.004
183,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,25,0.004,close_below_ema,4,6,120,0.2916666666666667,35.61845931583625,4274.2151179003495,0.42742151179003496,short_cand_086_ETH_USDT__4h_ema25_dist0.004
184,1,61,short_cand_061_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.05,0.028,10,True,20,0.008,close_below_ema,4,6,63,0.2698412698412698,35.488238060871915,2235.7589978349306,0.22357589978349307,short_cand_061_DOGE_USDT__4h_ema20_dist0.008
185,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,30,0.004,close_below_ema,4,6,101,0.27722772277227725,34.667637914146944,3501.431429328841,0.3501431429328841,short_cand_087_ETH_USDT__4h_ema30_dist0.004
186,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,15,0.0,close_below_ema,4,6,91,0.2967032967032967,34.6513210448729,3153.2702150834343,0.3153270215083434,short_cand_084_ETH_USDT__4h_ema15_dist0.000
187,16,87,short_cand_087_ETH_USDT,ETH/USDT,short,65,20,0.236,0.486,0.011,0.023,8,True,30,0.0,close_below_ema,4,6,105,0.2761904761904762,33.98706193932489,3568.6415036291137,0.35686415036291136,short_cand_087_ETH_USDT__4h_ema30_dist0.000
188,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,15,0.0,close_below_ema,4,6,105,0.3047619047619048,33.639890651776334,3532.188518436515,0.3532188518436515,short_cand_086_ETH_USDT__4h_ema15_dist0.000
189,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,20,0.0,close_below_ema,4,6,108,0.3055555555555556,33.28183029901391,3594.437672293502,0.35944376722935023,short_cand_078_ETH_USDT__4h_ema20_dist0.000
190,3,70,short_cand_070_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.686,0.044,0.028,10,True,15,0.008,close_below_ema,4,6,69,0.2608695652173913,26.68676327183522,1841.38666575663,0.184138666575663,short_cand_070_DOGE_USDT__4h_ema15_dist0.008
191,4,76,short_cand_076_ETH_USDT,ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,15,0.008,close_below_ema,4,6,66,0.2727272727272727,26.133560663484023,1724.8150037899454,0.17248150037899454,short_cand_076_ETH_USDT__4h_ema15_dist0.008
192,5,75,short_cand_075_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.041,0.028,10,True,20,0.008,close_below_ema,4,6,72,0.2638888888888889,25.813759443644862,1858.5906799424301,0.185859067994243,short_cand_075_DOGE_USDT__4h_ema20_dist0.008
193,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,15,0.004,close_below_ema,4,6,76,0.2894736842105263,25.265533901718722,1920.1805765306228,0.1920180576530623,short_cand_084_ETH_USDT__4h_ema15_dist0.004
194,19,86,short_cand_086_ETH_USDT,ETH/USDT,short,65,20,0.236,0.536,0.008,0.023,8,True,25,0.008,close_below_ema,4,6,108,0.2962962962962963,24.59715857302114,2656.493125886283,0.2656493125886283,short_cand_086_ETH_USDT__4h_ema25_dist0.008
195,20,63,short_cand_063_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.043,10,True,15,0.004,close_below_ema,4,6,117,0.3076923076923077,24.442357353685278,2859.7558103811775,0.28597558103811777,short_cand_063_DOGE_USDT__4h_ema15_dist0.004
196,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,25,0.0,close_below_ema,4,6,103,0.2815533980582524,24.020574797247342,2474.1192041164763,0.24741192041164764,short_cand_084_ETH_USDT__4h_ema25_dist0.000
197,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,30,0.004,close_below_ema,4,6,98,0.2755102040816326,23.558819098591975,2308.7642716620135,0.23087642716620135,short_cand_084_ETH_USDT__4h_ema30_dist0.004
198,8,78,short_cand_078_ETH_USDT,ETH/USDT,short,80,20,0.236,0.536,0.011,0.023,8,True,25,0.008,close_below_ema,4,6,99,0.30303030303030304,22.464775861616587,2224.012810300042,0.2224012810300042,short_cand_078_ETH_USDT__4h_ema25_dist0.008
199,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,30,0.0,close_below_ema,4,6,103,0.27184466019417475,20.68192728108595,2130.238509951853,0.21302385099518528,short_cand_084_ETH_USDT__4h_ema30_dist0.000
200,11,84,short_cand_084_ETH_USDT,ETH/USDT,short,80,20,0.236,0.486,0.011,0.023,8,True,20,0.004,close_below_ema,4,6,93,0.27956989247311825,20.59228313440046,1915.0823314992429,0.1915082331499243,short_cand_084_ETH_USDT__4h_ema20_dist0.004
